Timestamp,Did you pass your May '23 Level II exam? ,What other designations have you obtained or are actively pursuing?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask questions on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision/review)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask question on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What is your age?,Is English your first language?,To what capacity did you utilize r/CFA?,Has your success in the CFA Level 1 helped your career so far?,How many years of professional investment-related experience do you have?,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Any feedback?
7/9/2023 20:20:20,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MS in Finance",65,,,1,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,Yes,10 months prior,1 month prior,Yes,3,Quantitative Methods,Economics,Portfolio Management,Derivatives,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier",5,5,4,4,3,5,4,3,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,5-7,Above 70%,Between 70% and 50%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/9/2023 23:38:07,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",74,70,,2,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos, Spaced Repetition (flash cards, Anki, Quizlet), 300hours.com",No,Yes,5 months prior,1.5 months prior,Yes,4,Quantitative Methods,Economics,Derivatives,Financial Reporting & Analysis,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier, Write more notes",4,3,4,3,2,2,4,3,"I want to improve my professional marketability, I want to change careers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",1-2,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 0:51:43,Yes,None,MBA,70,,80,4,Between 450 and 500 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser QBank, Mark Meldrum (paid), ChatGPT",No,No,5 months prior,1.5 months prior,No,6,Quantitative Methods,Economics,Derivatives,Ethics,"Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier, Write more notes",5,5,5,5,3,4,5,1,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-50,No,Not at all,It has had no impact on my career so far,7-10,Above 70%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 1:39:12,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",74,,63,5,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser Books, Mark Meldrum (paid)",Yes,Yes,7 months prior,1.5 months prior,Yes,6,Derivatives,Fixed Income,Ethics,Portfolio Management,"Spend more time on review, Choose a better prep provider, Write more notes",5,5,4,5,2,2,3,1,"I want to improve my professional marketability, I want to challenge myself, My employer is encouraging me to pursue the CFA exams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,7-10,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,,,,,,,,,,,
7/10/2023 2:14:44,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",65,,,4,Between 400 and 450 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI Physical Books, Kaplan Schweser Mocks",Yes,Yes,5 months prior,3.5 months prior,Yes,6,Ethics,Quantitative Methods,Portfolio Management,Economics,Finish the curriculum earlier,5,5,3,5,2,2,2,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",1-2,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/10/2023 2:16:39,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), Post-Work Masters (Non-MBA, MS in Finance)",69,,,3,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books, IFT, 300hours.com",No,Yes,2 months prior,0.5 month prior,Yes,2,Ethics,Portfolio Management,Corporate Issuers,Economics,"Do more practice questions, Take more mock exams, Spend more time on review",4,2,4,4,1,4,1,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-39,No,User - I come here to see if there is help,It has had no impact on my career so far,5-7,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 6:11:39,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",80,70,70,4,Between 450 and 500 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Mark Meldrum (paid)",Yes,Yes,5 months prior,2 months prior,Yes,6,Derivatives,Fixed Income,Economics,Quantitative Methods,I do not believe I could have done anything specific to improve my score,5,5,4,4,4,5,2,3,My employer is encouraging me to pursue the CFA exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,It has had no impact on my career so far,3-5,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 6:38:58,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",,,,5,Between 300 and 350 hours,Full-Time Work,"CFAI QBank, CFAI Physical Books, CFAI PDF Books, Mark Meldrum (paid)",Yes,Yes,4 months prior,0.5 month prior,No,0,Quantitative Methods,Derivatives,Portfolio Management,Fixed Income,"Practice spaced repetition (flashcards, coming back to topics often)",5,2,4,3,2,5,4,5,"I want to learn what the CFA curriculum has to offer, I want to change careers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-39,No,Contributor - I comment and help others if I can,It has had no impact on my career so far,0,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 7:47:47,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",73,70,59,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Mark Meldrum (paid)",No,No,7 months prior,1.5 months prior,No,6,Financial Reporting & Analysis,Quantitative Methods,Derivatives,Alternative Investments,I do not believe I could have done anything specific to improve my score,5,5,4,2,2,3,3,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,User - I come here to see if there is help,It has had no impact on my career so far,7-10,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/10/2023 8:09:38,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",65,,65,3,Over 600 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI Physical Books, CFAI PDF Books, Mark Meldrum (paid), Wiley Mocks, Wiley QBank",Yes,Yes,12 months prior (or earlier),1 month prior,No,4,Fixed Income,Derivatives,Portfolio Management,Quantitative Methods,"Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often), Other",5,4,5,4,3,5,4,4,"I want to improve my professional marketability, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",5-7,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/10/2023 9:52:25,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,75,,3,Between 250 and 300 hours,Full-Time Work,"Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,6 months prior,1.5 months prior,No,4,Derivatives,Portfolio Management,Fixed Income,Quantitative Methods,"Do more practice questions, Take more mock exams, Spend more time on formulas, Practice spaced repetition (flashcards, coming back to topics often)",3,5,3,4,2,5,4,2,"I want to improve my professional marketability, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,Not at all,"Yes, it has moderately helped",2-3,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Below 50%,,,,,,,,,,,
7/10/2023 15:23:26,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA,65,,60,1,Between 400 and 450 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser QBank, Mark Meldrum (paid)",Yes,Yes,12 months prior (or earlier),1 month prior,Yes,6,Financial Reporting & Analysis,Portfolio Management,Equity Investments,Derivatives,"Do more practice questions, Take more mock exams, Spend more time on formulas, Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,5,5,5,5,I want to improve my professional marketability,30-34,Yes,User - I come here to see if there is help,It has had no impact on my career so far,10+,,,,,,,,,,,Above 70%,Below 50%,Below 50%,Below 50%,Between 70% and 50%,Below 50%,Between 70% and 50%,Below 50%,Between 70% and 50%,Below 50%,
7/10/2023 20:43:49,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",62,,54,3,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid), UWorld QBank",No,No,5 months prior,1 month prior,Yes,8,Derivatives,Alternative Investments,Portfolio Management,Financial Reporting & Analysis,"Do more practice questions, Finish the curriculum earlier, Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,1,5,5,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,I practically lived there,It has had no impact on my career so far,0,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,,,,,,,,,,,
7/10/2023 21:13:15,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",58,,,3,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, AnalystForum",No,No,6 months prior,I did not finish the curriculum in time,Yes,2,Financial Reporting & Analysis,Portfolio Management,Quantitative Methods,Equity Investments,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,4,5,5,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,User - I come here to see if there is help,"Yes, I have leveraged it into finding a job",1-2,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,,,,,,,,,,,
7/11/2023 4:03:19,Yes,None,MS in Finance,,,,4,Between 200 and 250 hours,Full-Time Work,"CFAI QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce",No,No,3 months prior,0.5 month prior,Yes,0,Financial Reporting & Analysis,Derivatives,Equity Investments,Economics,"Do more practice questions, Spend more time on review, Spend more time on formulas",5,,2,3,1,3,3,1,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,1-2,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/11/2023 9:04:21,No,ACCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA,52,54,,3,Between 350 and 400 hours,Student & Full-Time Work,"CFAI Mocks, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce",No,Yes,3 months prior,1 month prior,Yes,4,Derivatives,Fixed Income,Quantitative Methods,Financial Reporting & Analysis,"Do more practice questions, Take more mock exams, Spend more time on review, Spend more time on formulas",5,5,5,4,3,4,4,3,"I want to improve my professional marketability, I want to change careers, I want to challenge myself",35-39,No,I practically lived there,It has had no impact on my career so far,0,,,,,,,,,,,Above 70%,Below 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,NA
7/11/2023 13:23:11,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",71,,,4,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI Physical Books, CFAI PDF Books",No,Yes,7 months prior,1.5 months prior,Yes,2,Derivatives,Economics,Quantitative Methods,Portfolio Management,"Finish the curriculum earlier, Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often)",5,3,4,2,2,2,4,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",1-2,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,,,,,,,,,,,
7/11/2023 13:46:28,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",68,,,3,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid)",No,No,4 months prior,1.5 months prior,Yes,2,Fixed Income,Derivatives,Economics,Financial Reporting & Analysis,Take more mock exams,5,3,3,2,2,5,4,1,"I want to learn what the CFA curriculum has to offer, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,1-2,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/11/2023 16:13:48,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,68,,2,Between 350 and 400 hours,Full-Time Work,"Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,6 months prior,1.5 months prior,Yes,5,Derivatives,Portfolio Management,Financial Reporting & Analysis,Fixed Income,"Finish the curriculum earlier, Spend more time on review",5,5,4,4,2,5,3,3,"I want to improve my professional marketability, I want to challenge myself, My employer is requiring me to pursue the CFA exams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,It has had no impact on my career so far,2-3,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/11/2023 16:26:21,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",65,,65,2,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI PDF Books, Mark Meldrum (paid)",No,No,5 months prior,0.5 month prior,Yes,4,Quantitative Methods,Financial Reporting & Analysis,Derivatives,Equity Investments,"Do more practice questions, Finish the curriculum earlier, Start preparing for the exam earlier",4,3,4,5,3,3,3,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",30-34,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",5-7,,,,,,,,,,,Between 70% and 50%,Below 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Between 70% and 50%,Below 50%,Above 70%,Between 70% and 50%,
7/11/2023 20:49:41,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related), Juris Doctor",57,,,1,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Mark Meldrum (paid)",No,Yes,4 months prior,I did not finish the curriculum in time,Yes,2,Derivatives,Economics,Quantitative Methods,Fixed Income,"Finish the curriculum earlier, Spend more time on review, Spend more time on formulas, Start preparing for the exam earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,4,5,3,3,4,5,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, My employer is encouraging me to pursue the CFA exams, I want a higher salary",25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, I have leveraged it into finding a job",1-2,,,,,,,,,,,Below 50%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Below 50%,Between 70% and 50%,Below 50%,
7/12/2023 4:44:39,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",79,,,4,Between 400 and 450 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce",No,Yes,7 months prior,2.5 months prior,Yes,2,Ethics,Quantitative Methods,Portfolio Management,Economics,"Finish the curriculum later, Start preparing for the exam earlier, Write more notes, Practice spaced repetition (flashcards, coming back to topics often)",5,3,3,3,5,3,5,2,"I want to improve my professional marketability, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,Not at all,It has had no impact on my career so far,1-2,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/12/2023 5:44:34,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",75,70,,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,6 months prior,1 month prior,Yes,8,Quantitative Methods,Financial Reporting & Analysis,Economics,Corporate Issuers,I do not believe I could have done anything specific to improve my score,5,5,2,3,1,2,1,2,"I want to improve my professional marketability, I want to change careers, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",2-3,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/12/2023 7:02:38,Yes,None,MS in Finance,59,,52,2,Between 350 and 400 hours,Unemployed,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Mark Meldrum (paid)",Yes,Yes,3 months prior,I chose not to read or study the curriculum,Yes,4,Fixed Income,Quantitative Methods,Derivatives,Financial Reporting & Analysis,"Do more practice questions, Start preparing for the exam earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,5,4,4,2,5,3,3,"I want to improve my professional marketability, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",2-3,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,"What is considered as a ""full mock"" should be indicated."
7/12/2023 13:57:29,Yes,FINRA SIE,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,,,3,Over 600 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid), UWorld QBank, 300hours.com",No,No,6 months prior,2 months prior,Yes,9,Quantitative Methods,Fixed Income,Derivatives,Economics,"Do more practice questions, Practice spaced repetition (flashcards, coming back to topics often)",2,5,4,4,3,3,5,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,User - I come here to see if there is help,It has had a negative impact on my career so far,0,Above 70%,Below 50%,Below 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,Would love to see the survey results!
7/12/2023 17:00:22,No,"CIMA, CTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",68,,,3,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, UWorld QBank, AnalystForum, Wiley QBank, Wiley Books",No,Yes,4 months prior,1.5 months prior,No,4,Financial Reporting & Analysis,Derivatives,Equity Investments,Portfolio Management,I do not believe I could have done anything specific to improve my score,5,4,4,3,1,5,4,4,I want to challenge myself,35-39,Yes,Contributor - I comment and help others if I can,It has had no impact on my career so far,10+,,,,,,,,,,,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Between 70% and 50%,Below 50%,Above 70%,Between 70% and 50%,
7/12/2023 20:22:47,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related), MBA",,65,,3,Between 300 and 350 hours,Student,"Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Videos",No,Yes,4 months prior,I did not finish the curriculum in time,Yes,4,Financial Reporting & Analysis,Derivatives,Quantitative Methods,Equity Investments,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,4,5,4,2,3,5,2,"My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",0-1,Above 70%,Below 50%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/12/2023 23:37:58,Yes,FRM,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",,,,3,Between 100 and 150 hours,Student & Full-Time Work,"CFAI QBank, CFAI PDF Books, Kaplan Schweser Books, Kaplan Schweser Secret Sauce",No,Yes,Month of Exam,I did not finish the curriculum in time,Yes,0,Ethics,Quantitative Methods,Fixed Income,Derivatives,"Do more practice questions, Finish the curriculum earlier",5,2,3,3,3,4,1,3,"I want to improve my professional marketability, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,User - I come here to see if there is help,It has had no impact on my career so far,2-3,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/13/2023 3:25:16,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related), MS in Finance",70,,,4,Between 250 and 300 hours,Student,"CFAI Mocks, Kaplan Schweser QBank, Kaplan Schweser Books",No,No,4 months prior,0.5 month prior,Yes,2,Financial Reporting & Analysis,Portfolio Management,Quantitative Methods,Ethics,"Do more practice questions, Take more mock exams, Finish the curriculum earlier",4,4,2,3,2,3,2,1,"I want to learn what the CFA curriculum has to offer, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,User - I come here to see if there is help,It has had no impact on my career so far,0,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
